abba,5,1,4105328976,39,288417,-21340,57601,false,
four,5,1,4105328976,37,453355,-44727,56130,false,
words,5,1,4105328976,35,181878,-28961,60064,true,
ranges,5,1,6370951248,40,135743,-9186,42293,false,
abba,5,1,6370951248,40,139059,-13690,60021,true,
four,5,1,6370951248,38,144882,-20312,60070,true,
words,5,1,6370951248,35,156734,-27433,60042,true,
ranges,5,2,9431657082,38,69492,-4901,40307,false,
abba,5,2,9431657082,39,465522,-43370,55363,false,
four,5,2,9431657082,39,331388,-33176,60034,true,
words,5,2,9431657082,35,66951,-10108,60017,true,
abba,5,3,1874029365,39,476066,-47530,57360,false,
four,5,3,1874029365,38,21694,-1990,60000,true,
ranges,5,6,4612780539,39,355558,-24805,44012,false,
words,5,3,1874029365,35,241159,-37253,60087,true,
abba,5,4,5691784320,39,556444,-55478,59440,false,
four,5,4,5691784320,38,372980,-42383,60055,true,
ranges,5,10,7095231486,39,447747,-29408,40623,false,
words,5,4,5691784320,36,266109,-39895,60246,true,
abba,5,5,8392760514,39,65054,-7025,60029,true,
four,5,5,8392760514,37,211935,-19681,60058,true,
words,5,5,8392760514,35,309811,-38987,60056,true,
ranges,5,12,2196735084,40,314731,-23582,52738,false,
abba,5,6,4612780539,40,213411,-30373,60036,true,
four,5,6,4612780539,39,371982,-52858,60038,true,
words,5,6,4612780539,35,59019,-13064,60019,true,
ranges,5,14,2405681973,39,529005,-42328,47135,false,
abba,5,7,8261384957,39,525206,-58415,60033,true,
four,5,7,8261384957,38,498809,-57860,60151,true,
words,5,7,8261384957,35,295254,-47504,60063,true,
ranges,5,15,2738495106,39,72110,-6821,38531,false,
abba,5,8,2463075891,40,91191,-9825,50982,false,
four,5,8,2463075891,39,343405,-29903,50048,false,
ranges,5,16,1069782534,39,182752,-10145,38243,false,
words,5,8,2463075891,35,13003,-1320,60024,true,
abba,5,9,9135874206,39,470288,-53309,60029,true,
four,5,9,9135874206,40,278069,-26023,60058,true,
ranges,5,17,3018795246,40,403841,-36091,49010,false,
words,5,9,9135874206,35,387212,-51130,60070,true,
abba,5,10,7095231486,39,43903,-3533,54043,false,
four,5,10,7095231486,37,283531,-29028,51639,false,
ranges,5,20,4925731068,39,378348,-20873,33942,false,
words,5,10,7095231486,36,433931,-48061,60099,true,
four,5,11,9842301657,39,597978,-46907,47121,false,
abba,5,11,9842301657,40,54444,-4573,51475,false,
ranges,5,21,3486027915,39,86655,-6511,40760,false,
words,5,11,9842301657,35,107650,-22394,60010,true,
abba,5,12,2196735084,40,181868,-19067,54335,false,
four,5,12,2196735084,38,9429,-757,57473,false,
ranges,5,23,1068243795,39,386598,-24043,37380,false,
ranges,5,24,1764028593,39,413400,-28250,39979,false,
words,5,12,2196735084,36,395039,-46192,60054,true,
four,5,13,9067852413,37,468304,-40827,54670,false,
abba,5,13,9067852413,39,116822,-12439,60023,true,
words,5,13,9067852413,35,163049,-19342,60068,true,
four,5,14,2405681973,40,437303,-52581,60214,true,
abba,5,14,2405681973,39,514953,-51112,59608,false,
ranges,5,27,7914823056,39,572762,-42568,44279,false,
ranges,5,28,1258360497,41,323697,-30230,50143,false,
abba,5,15,2738495106,39,373950,-37210,57644,false,
words,5,14,2405681973,36,376639,-46691,60031,true,
four,5,15,2738495106,38,532523,-57676,60057,true,
ranges,5,29,7965023841,41,212621,-17686,52721,false,
words,5,15,2738495106,36,89429,-13032,60029,true,
abba,5,16,1069782534,39,49394,-5273,60074,true,
four,5,16,1069782534,37,333172,-34745,60193,true,
triples,5,1,4105328976,32,77778,-8451,42936,false,
four,5,17,3018795246,39,255108,-16971,45207,false,
abba,5,17,3018795246,39,488435,-43449,54867,false,
words,5,16,1069782534,35,289187,-39030,60023,true,
triples,5,1,6370951248,32,300821,-21835,42796,false,
four,5,18,1736058429,39,250456,-24686,51177,false,
abba,5,18,1736058429,40,58186,-6362,59039,false,
triples,5,2,9431657082,32,240323,-16169,40976,false,
words,5,17,3018795246,35,186796,-21446,60084,true,
four,5,19,6087432195,38,85103,-7883,60065,true,
triples,5,3,1874029365,33,366595,-28183,48104,false,
abba,5,19,6087432195,41,276462,-31901,58469,false,
words,5,18,1736058429,35,227815,-30383,60017,true,
triples,5,4,5691784320,32,507711,-34871,41070,false,
four,5,20,4925731068,38,380644,-36349,57640,false,
abba,5,20,4925731068,39,229465,-21198,58283,false,
words,5,19,6087432195,36,219123,-26234,60020,true,
triples,5,5,8392760514,31,99452,-9553,41220,false,
four,5,21,3486027915,38,471709,-42541,55931,false,
abba,5,21,3486027915,40,424248,-38372,53034,false,
triples,5,6,4612780539,32,281963,-16361,37188,false,
words,5,20,4925731068,36,141676,-15245,60049,true,
triples,5,7,8261384957,32,472407,-33079,41261,false,
four,5,22,6941372580,38,86367,-7688,56975,false,
abba,5,22,6941372580,39,492453,-48251,58990,false,
words,5,21,3486027915,36,257199,-31521,60074,true,
triples,5,8,2463075891,32,219478,-15339,39319,false,
four,5,23,1068243795,39,567067,-44031,47301,false,
abba,5,23,1068243795,39,412243,-36072,52548,false,
triples,5,9,9135874206,32,548681,-34211,37247,false,
words,5,22,6941372580,35,452287,-52582,60036,true,
four,5,24,1764028593,37,544975,-45356,50134,false,
triples,5,10,7095231486,32,369304,-22957,37203,false,
abba,5,24,1764028593,40,122451,-10113,51093,false,
words,5,23,1068243795,35,99567,-10867,60029,true,
four,5,25,3857069214,40,101687,-8963,57207,false,
triples,5,11,9842301657,32,295914,-22286,46484,false,
abba,5,25,3857069214,39,529956,-55734,60034,true,
words,5,24,1764028593,35,354982,-56328,60013,true,
triples,5,12,2196735084,32,476708,-37758,49766,false,
four,5,26,9125784630,38,80206,-8538,60123,true,
abba,5,26,9125784630,40,329009,-40110,60157,true,
triples,5,13,9067852413,30,467271,-48660,57043,false,
words,5,25,3857069214,35,225534,-35287,60043,true,
four,5,27,7914823056,38,40029,-8803,60080,true,
abba,5,27,7914823056,38,360480,-39349,60059,true,
triples,5,14,2405681973,33,179376,-13499,44499,false,
words,5,26,9125784630,36,277550,-37124,60062,true,
four,5,28,1258360497,39,265750,-29224,60080,true,
triples,5,15,2738495106,30,9790,-927,39851,false,
abba,5,28,1258360497,40,167211,-22646,60038,true,
four,5,29,7965023841,37,514318,-41375,48096,false,
words,5,27,7914823056,35,306939,-34900,60067,true,
triples,5,16,1069782534,31,180360,-11038,35087,false,
abba,5,29,7965023841,40,363769,-30900,56694,false,
triples,5,17,3018795246,34,341858,-23114,40098,false,
order,5,1,4105328976,39,97157,-10306,50506,false,
words,5,28,1258360497,36,347828,-43028,60113,true,
triples,5,18,1736058429,31,358864,-23180,38429,false,
order,5,1,6370951248,37,492302,-32985,39940,false,
aman-aplan,5,1,4105328976,35,181878,-21722,60096,true,
words,5,29,7965023841,35,126001,-13301,60056,true,
triples,5,19,6087432195,33,415898,-30387,45177,false,
order,5,2,9431657082,37,210205,-13520,44764,false,
aman-aplan,5,1,6370951248,35,156734,-23956,60035,true,
triples,5,20,4925731068,31,172596,-11890,39936,false,
order,5,3,1874029365,37,23624,-2646,49792,false,
anchors,5,1,4105328976,42,27747,-4996,60039,true,
aman-aplan,5,2,9431657082,35,66951,-8581,60052,true,
triples,5,21,3486027915,32,241241,-24363,59322,false,
order,5,4,5691784320,37,116906,-11090,52299,false,
anchors,5,1,6370951248,42,1388,-227,60065,true,
aman-aplan,5,3,1874029365,35,241159,-38275,60036,true,
triples,5,22,6941372580,31,366957,-30563,45763,false,
order,5,5,8392760514,38,411147,-33615,43037,false,
anchors,5,2,9431657082,42,130767,-13958,51313,false,
triples,5,23,1068243795,31,261581,-17110,44505,false,
order,5,6,4612780539,36,422503,-32420,45331,false,
aman-aplan,5,4,5691784320,36,266109,-37873,60043,true,
anchors,5,3,1874029365,42,399770,-44786,60034,true,
triples,5,24,1764028593,32,547272,-39439,42434,false,
order,5,7,8261384957,39,168121,-18159,48940,false,
aman-aplan,5,5,8392760514,35,309811,-39341,60131,true,
